date,mean(¡ÆC),prep(mm),humidity(%),in,week(code),whole_price,retail_price
20190720,28,1.1,66.9,3403,1,20000,3110
20190721,25.1,6.2,87.1,0,0,18000,3110
20190722,26.7,0.1,74.6,26010,1,18000,3110
20190723,28.1,0,70.8,3215,1,18000,3108
20190724,26.5,1,82.3,17030,1,17000,3110
20190725,26.3,9.7,90.1,3650,1,17000,3043
20190726,25.1,60,95.3,20654,1,16000,3169
20190727,28.4,0.6,76.6,16936,1,16000,3169
20190728,26.1,25.6,88.3,0,0,16000,3147
20190729,27.5,0.5,74.5,23997,1,16000,3147
20190730,28.1,1.2,75.3,3925,1,18000,3114
20190731,25.8,62.3,91.1,8605,1,18000,3114
20190801,26.3,26.9,86.4,32767,1,16000,3183
20190802,28.4,0,74.6,43842,1,16000,3183
20190803,29.4,3,69,7425,1,16000,3183
20190804,28.3,8.6,75.9,0,0,16000,3183
20190805,30.5,0,65.5,37005,1,16000,3183
20190806,31.6,0,51.4,17505,1,18000,3183
20190807,26.9,8,78.1,20548,1,20000,3183
20190808,28.9,0,71.4,18694,1,24000,3111
20190809,29.8,0,69,17582,1,22000,3076
20190810,31.5,0,57.9,37058,1,22000,3076
20190811,30.4,6.7,53.6,0,0,22000,3076
20190812,26.6,56.2,91.8,32090,1,22000,3076
20190813,29.2,6.4,76.9,12180,1,22000,3076
20190814,30.4,0,63.9,4660,1,23000,3147
20190815,25.9,16.2,82,10276,1,23000,3147
20190816,25.9,0.1,74.5,22075,1,23000,3004
20190817,25.9,0,69.5,19651,1,23000,3004
20190818,25.6,0,66.5,0,0,22000,3039
20190819,26.3,0,60.6,25194,1,22000,3039
20190820,28.2,0,56.3,8915,1,22000,3045
20190821,27,1.3,67.3,7485,1,22000,3063
20190822,26.9,0,66.5,23830,1,22000,3254
20190823,26.2,0,58.4,32181,1,23000,3254
20190824,24.1,0,60.9,31350,1,23000,3254
20190825,25,0,66.6,0,0,23000,3310
20190826,26.4,0,63.8,12035,1,23000,3310
20190827,25.7,20,71.1,6450,1,23000,3417
20190828,26.1,0,66.2,24206,1,24000,3417
20190829,23.4,36.9,77.1,9205,1,25000,3489
20190830,22.6,0.2,66.3,24249,1,27000,3489
20190831,23.5,0,65,26805,1,27000,3489
20190901,23.7,0,64,0,0,23000,3489
20190902,24.4,0,56.6,6045,1,23000,3489
20190903,24.1,0,67.6,5830,1,25000,3489
20190904,22.8,22.7,89,7875,1,25000,3489
20190905,23,36.4,91.4,14747,1,30000,3740
20190906,25.3,2.4,79.8,13680,1,32000,3740
20190907,25.7,2.8,72.9,17760,1,32000,3740
20190908,24.7,0,76.9,0,0,30000,3833
20190909,25.1,0,74.3,0,0,30000,3833
20190910,23.8,63.2,93.4,29970,1,33000,3766
20190911,24.3,7.6,71.4,19604,1,27000,3766
20190912,21,3.9,72.3,9236,1,27000,3766
20190913,23.3,0.1,60.4,0,0,20000,3766
20190914,22.4,0.3,80,0,0,20000,4079
20190915,24.2,0,70.4,0,0,20000,4079
20190916,24.5,0,53,37041,1,20000,4079
20190917,23.5,0,41.6,26915,1,18000,4043
20190918,21,0,46,17325,1,18000,4133
20190919,19.5,0,46.5,23772,1,20000,3832
20190920,19.6,0,52.8,39806,1,25000,3832
20190921,19.6,0,60.3,25470,1,25000,3832
20190922,18.6,0.4,63.4,0,0,30000,3832
20190923,20,0,51.1,19345,1,30000,3832
20190924,19.8,0,61.3,23253,1,32000,3693
20190925,20.9,0,64.4,6090,1,35000,3693
20190926,22.9,0,59.3,9830,1,37000,3845
20190927,22.9,0,57.5,12760,1,40000,3973
20190928,23.7,0,58.9,15938,1,40000,3973
20190929,22.6,0,60.6,0,0,37000,4263
20190930,22.4,0,61,3570,1,37000,4263
20191001,23.1,0,67.1,16105,1,40000,4417
20191002,21.6,23.1,88,3520,1,35000,4417
20191003,22.4,4.6,73.4,9164,1,35000,4417
20191004,22.4,0,71.5,10525,1,38000,5410
20191005,18.7,0.6,72.6,15768,1,38000,5410
20191006,18.1,0,53.4,0,0,35000,6065
20191007,14.8,25.4,92,17195,1,35000,6065
20191008,14.7,0,58.8,17505,1,32000,6169
20191009,13.6,0,48.3,10053,1,32000,6169
20191010,15.2,0,60.9,15200,1,28000,7191
20191011,18.8,0,60,19943,1,26000,6774
20191012,17.9,0,49.3,16220,1,26000,6774
20191013,17.2,0,52.6,0,0,26000,6774
20191014,14.4,0,56.9,2205,1,26000,6774
20191015,14.5,0,55.6,5079,1,24000,6774
20191016,14.6,0,58.3,5850,1,25000,6294
20191017,15.4,0,56,2210,1,24000,5847
20191018,17,0,58.3,17879,1,27000,5203
20191019,17,0,63.8,18183,1,27000,5203
20191020,16.5,0,70.3,0,0,27000,5203
20191021,17.1,0,61,1700,1,27000,5203
20191022,18.1,0,56.1,4545,1,26000,5203
20191023,17,0,57.3,5673,1,26000,5131
20191024,18.3,0,47.6,11200,1,28000,5037
20191025,16.7,0,58,17735,1,28000,5037
20191026,10,0,60,2299,1,28000,5037
20191027,11,0,59,0,0,28000,5033
20191028,12.9,1.7,65.9,570,1,28000,5033
20191029,12.5,0.1,61,5327,1,28000,4841
20191030,11.2,0,60.3,9950,1,28000,4841
20191031,14.8,0,73.8,9405,1,30000,4744
20191101,14.9,0,57.9,14166,1,33000,4697
20191102,13.6,0,57.3,6783,1,33000,4697
20191103,14.7,0,57.8,0,0,35000,4791
20191104,13.8,0,57.8,3020,1,35000,4791
20191105,12.4,0,65.1,4133,1,38000,4791
20191106,11,0,63.6,6320,1,38000,4791
20191107,9.2,0,42.8,2035,1,38000,4791
20191108,6.8,0,31.4,9923,1,38000,4791
20191109,9.5,0,41.4,5017,1,38000,4791
20191110,10,11.8,59.6,0,0,35000,4851
20191111,11.2,1.1,71.6,1520,1,35000,4851
20191112,9.3,0,63.6,3080,1,33000,4851
20191113,7.2,7.5,72.3,12266,1,35000,4851
20191114,1.3,0,30.6,2555,1,35000,4770
20191115,5.6,18.8,87.4,11517,1,33000,4734
20191116,6.8,0,81.3,785,1,33000,4734
20191117,8.3,21.1,79.4,0,0,33000,4734
20191118,4.6,14.7,59.8,34787,1,33000,4734
20191119,0.2,0,48,7370,1,35000,4734
20191120,0.5,0,35.5,15516,1,30000,4784
20191121,4.2,0,37.4,0,0,32000,4903
20191122,9.7,0,34.1,19602,1,32000,4903
20191123,12.1,0,52,9190,1,32000,4903
20191124,9.8,3.8,74.6,0,0,33000,4914
20191125,1.9,0,62.1,0,0,33000,4914
20191126,6.6,0,64,8153,1,33000,4900
20191127,3.1,0,50.8,7361,1,28000,5160
20191128,3.5,0,52.4,650,1,30000,5150
